id,pmid,test_ent_text,test_ent_label,test_ent_start,test_ent_end
25,32668965,upstream kinases activating nuclear factor,ENTITY,1598,1640
25,32668965,text]B,ENTITY,1655,1661
25,32668965,MAPKs,ENTITY,1666,1671
25,32668965,MCA,ENTITY,1689,1692
25,32668965,anti-inflammatory properties,ENTITY,1703,1731
25,32668965,downregulation,ENTITY,1740,1754
25,32668965,IRAK1-TAK1 signaling pathways,ENTITY,1758,1787
26,32948004,Optimization,ENTITY,0,12
26,32948004,Light Intensity,ENTITY,16,31
26,32948004,Temperature,ENTITY,33,44
26,32948004,Nutrients,ENTITY,50,59
26,32948004,Enhance,ENTITY,63,70
26,32948004,Bioactive,ENTITY,75,84
26,32948004,Content,ENTITY,85,92
26,32948004,Hyperforin,ENTITY,96,106
26,32948004,Rutin,ENTITY,111,116
26,32948004,St. John's Wort,ENTITY,120,135
26,32948004,St. John's wort,ENTITY,137,152
26,32948004,Hypericum perforatum L.,ENTITY,154,177
26,32948004,medicinal plant,ENTITY,184,199
26,32948004,depression,ENTITY,216,226
26,32948004,disorders,ENTITY,237,246
26,32948004,abundance,ENTITY,258,267
26,32948004,active ingredients,ENTITY,271,289
26,32948004,Hyperforin,ENTITY,291,301
26,32948004,rutin,ENTITY,303,308
26,32948004,melatonin,ENTITY,314,323
26,32948004,ingredients,ENTITY,360,371
26,32948004,St. John's wort,ENTITY,375,390
26,32948004,alleviate,ENTITY,396,405
26,32948004,depression,ENTITY,406,416
26,32948004,investigate,ENTITY,430,441
26,32948004,optimal,ENTITY,446,453
26,32948004,conditions,ENTITY,454,464
26,32948004,active ingredients,ENTITY,488,506
26,32948004,design,ENTITY,508,514
26,32948004,experiments,ENTITY,518,529
26,32948004,response surface methodology,ENTITY,534,562
26,32948004,RSM,ENTITY,564,567
26,32948004,study,ENTITY,590,595
26,32948004,Two-month-old,ENTITY,597,610
26,32948004,St John's wort plants,ENTITY,611,632
26,32948004,cultivated,ENTITY,638,648
26,32948004,growth chambers,ENTITY,652,667
26,32948004,varying,ENTITY,671,678
26,32948004,temperatures,ENTITY,679,691
26,32948004,light intensities,ENTITY,693,710
26,32948004,nutrient,ENTITY,716,724
26,32948004,concentrations,ENTITY,734,748
26,32948004,analysis,ENTITY,756,764
26,32948004,HPLC,ENTITY,768,772
26,32948004,hyperforin,ENTITY,805,815
26,32948004,rutin,ENTITY,817,822
26,32948004,melatonin,ENTITY,828,837
26,32948004,content,ENTITY,838,845
26,32948004,results,ENTITY,851,858
26,32948004,hyperforin,ENTITY,871,881
26,32948004,rutin,ENTITY,886,891
26,32948004,contents,ENTITY,892,900
26,32948004,temperature,ENTITY,934,945
26,32948004,light intensity,ENTITY,961,976
26,32948004,photosynthetic photon flux density,ENTITY,998,1032
26,32948004,PPFD,ENTITY,1034,1038
26,32948004,Hoagland's,ENTITY,1050,1060
26,32948004,nutrient,ENTITY,1061,1069
26,32948004,concentration,ENTITY,1079,1092
26,32948004,effect,ENTITY,1113,1119
26,32948004,accumulation,ENTITY,1125,1137
26,32948004,melatonin,ENTITY,1141,1150
26,32948004,cultivation conditions,ENTITY,1178,1200
26,32948004,Light intensity,ENTITY,1202,1217
26,32948004,temperature,ENTITY,1222,1233
26,32948004,environmental factors,ENTITY,1256,1277
26,32948004,artificial cultivation,ENTITY,1281,1303
26,32948004,secondary,ENTITY,1334,1343
26,32948004,metabolite,ENTITY,1344,1354
26,32948004,production,ENTITY,1355,1365
26,32948004,plant,ENTITY,1373,1378
26,32948004,RSM,ENTITY,1389,1392
26,32948004,optimal,ENTITY,1398,1405
26,32948004,conditions,ENTITY,1406,1416
26,32948004,accumulation,ENTITY,1425,1437
26,32948004,hyperforin,ENTITY,1441,1451
26,32948004,rutin,ENTITY,1456,1461
26,32948004,maximum,ENTITY,1481,1488
26,32948004,content,ENTITY,1489,1496
26,32948004,hyperforin,ENTITY,1500,1510
26,32948004,temperature,ENTITY,1539,1550
26,32948004,nutrient,ENTITY,1563,1571
26,32948004,concentration,ENTITY,1581,1594
26,32948004,intensity,ENTITY,1615,1624
26,32948004,PPFD,ENTITY,1644,1648
26,32948004,maximum,ENTITY,1654,1661
26,32948004,content,ENTITY,1662,1669
26,32948004,rutin,ENTITY,1673,1678
26,32948004,temperature,ENTITY,1706,1717
26,32948004,nutrient,ENTITY,1730,1738
26,32948004,concentration,ENTITY,1748,1761
26,32948004,intensity,ENTITY,1782,1791
26,32948004,PPFD,ENTITY,1812,1816
26,32948004,evaluation,ENTITY,1823,1833
26,32948004,conditions,ENTITY,1846,1856
26,32948004,accumulation,ENTITY,1865,1877
26,32948004,bioactive compounds,ENTITY,1881,1900
26,32948004,St. John's wort,ENTITY,1904,1919
26,32948004,plant,ENTITY,1938,1943
27,27748812,Protective effects,ENTITY,0,18
27,27748812,Centella,ENTITY,22,30
27,27748812,liver injury,ENTITY,84,96
27,27748812,rats,ENTITY,100,104
27,27748812,Oxidative stress,ENTITY,106,122
27,27748812,liver injury,ENTITY,126,138
27,27748812,pathogenetic factor,ENTITY,150,169
27,27748812,progression,ENTITY,177,188
27,27748812,liver damage,ENTITY,192,204
27,27748812,Centella,ENTITY,206,214
27,27748812,United States,ENTITY,249,262
27,27748812,Gotu kola,ENTITY,266,275
27,27748812,herbal medicine,ENTITY,309,324
27,27748812,Chinese,ENTITY,328,335
27,27748812,Indian,ENTITY,339,345
27,27748812,Pennywort,ENTITY,346,355
27,27748812,efficacy,ENTITY,361,369
27,27748812,Centella asiatica,ENTITY,373,390
27,27748812,comprehensive,ENTITY,394,407
27,27748812,anti‑inflammatory agent,ENTITY,426,449
27,27748812,memory improvement,ENTITY,455,473
27,27748812,antitumor activity,ENTITY,483,501
27,27748812,treatment,ENTITY,510,519
27,27748812,gastric ulcers,ENTITY,523,537
27,27748812,study,ENTITY,551,556
27,27748812,investigated,ENTITY,557,569
27,27748812,protective effects,ENTITY,574,592
27,27748812,Centella,ENTITY,596,604
27,27748812,dimethylnitrosamine,ENTITY,617,636
27,27748812,liver injury,ENTITY,651,663
27,27748812,rats,ENTITY,667,671
27,27748812,rats,ENTITY,677,681
27,27748812,treatment groups,ENTITY,689,705
27,27748812,treated with,ENTITY,711,723
27,27748812,Centella,ENTITY,724,732
27,27748812,distilled water,ENTITY,772,787
27,27748812,D.W,ENTITY,789,792
27,27748812,silymarin,ENTITY,802,811
27,27748812,D.W,ENTITY,826,829
27,27748812,oral administration,ENTITY,834,853
27,27748812,days,ENTITY,860,864
27,27748812,daily,ENTITY,865,870
27,27748812,intraperitoneal injections,ENTITY,881,907
27,27748812,DMN,ENTITY,920,923
27,27748812,Centella,ENTITY,925,933
27,27748812,decreased,ENTITY,957,966
27,27748812,liver,ENTITY,980,985
27,27748812,DMN‑induced liver injury,ENTITY,1001,1025
27,27748812,group,ENTITY,1026,1031
27,27748812,control,ENTITY,1051,1058
27,27748812,assessment,ENTITY,1064,1074
27,27748812,liver histology,ENTITY,1078,1093
27,27748812,Centella,ENTITY,1106,1114
27,27748812,mass periportal,ENTITY,1149,1164
27,27748812,bridging necrosis,ENTITY,1167,1184
27,27748812,intralobular degeneration,ENTITY,1186,1211
27,27748812,focal necrosis,ENTITY,1216,1230
27,27748812,fibrosis,ENTITY,1237,1245
27,27748812,liver tissues,ENTITY,1249,1262
27,27748812,Centella,ENTITY,1278,1286
27,27748812,decreased,ENTITY,1310,1319
27,27748812,level,ENTITY,1324,1329
27,27748812,malondialdehyde,ENTITY,1333,1348
27,27748812,increased,ENTITY,1364,1373
27,27748812,levels,ENTITY,1378,1384
27,27748812,antioxidant enzymes,ENTITY,1388,1407
27,27748812,superoxide dismutase,ENTITY,1419,1439
27,27748812,glutathione peroxidase,ENTITY,1441,1463
27,27748812,catalase,ENTITY,1468,1476
27,27748812,protection,ENTITY,1500,1510
27,27748812,deleterious effects,ENTITY,1523,1542
27,27748812,reactive oxygen species,ENTITY,1546,1569
27,27748812,Centella,ENTITY,1584,1592
27,27748812,decreased,ENTITY,1616,1625
27,27748812,inflammatory mediators,ENTITY,1626,1648
27,27748812,interleukin (IL)‑1β,ENTITY,1660,1679
27,27748812,IL‑2,ENTITY,1681,1685
27,27748812,IL‑6,ENTITY,1687,1691
27,27748812,IL‑10,ENTITY,1693,1698
27,27748812,IL‑12,ENTITY,1700,1705
27,27748812,tumor necrosis factor‑α,ENTITY,1707,1730
27,27748812,granulocyte/macrophage colony‑stimulating factor,ENTITY,1749,1797
27,27748812,results,ENTITY,1805,1812
27,27748812,Centella,ENTITY,1828,1836
27,27748812,hepatoprotective effects,ENTITY,1850,1874
27,27748812,increasing,ENTITY,1883,1893
27,27748812,levels,ENTITY,1898,1904
27,27748812,antioxidant enzymes,ENTITY,1908,1927
27,27748812,reducing,ENTITY,1932,1940
27,27748812,levels,ENTITY,1945,1951
27,27748812,inflammatory mediators,ENTITY,1955,1977
27,27748812,rats,ENTITY,1981,1985
27,27748812,DMN‑induced liver injury,ENTITY,1991,2015
27,27748812,Centella,ENTITY,2028,2036
27,27748812,asiatica,ENTITY,2037,2045
27,27748812,preventing,ENTITY,2063,2073
27,27748812,liver damage,ENTITY,2074,2086
28,26219274,Seasonal,ENTITY,0,8
28,26219274,Variation,ENTITY,9,18
28,26219274,Triterpenes,ENTITY,22,33
28,26219274,Phenolic Compounds,ENTITY,38,56
28,26219274,Australian,ENTITY,60,70
28,26219274,Centella asiatica,ENTITY,71,88
28,26219274,triterpenes,ENTITY,108,119
28,26219274,phenolic acids,ENTITY,121,135
28,26219274,flavonoids,ENTITY,140,150
28,26219274,Centella asiatica,ENTITY,154,171
28,26219274,bioactive,ENTITY,194,203
28,26219274,Harvesting,ENTITY,205,215
28,26219274,plant,ENTITY,220,225
28,26219274,bioactive compounds,ENTITY,246,265
28,26219274,concentrations,ENTITY,287,301
28,26219274,consistency,ENTITY,316,327
28,26219274,chemical profile,ENTITY,337,353
28,26219274,quality,ENTITY,373,380
28,26219274,efficacy,ENTITY,385,393
28,26219274,medicinal products,ENTITY,405,423
29,24188229,Hypericum perforatum,ENTITY,0,20
29,24188229,L. preparations,ENTITY,21,36
29,24188229,menopause,ENTITY,41,50
29,24188229,meta-analysis,ENTITY,54,67
29,24188229,efficacy,ENTITY,71,79
29,24188229,safety,ENTITY,84,90
29,24188229,meta-analysis,ENTITY,106,119
29,24188229,efficacy,ENTITY,124,132
29,24188229,adverse events,ENTITY,137,151
29,24188229,Hypericum perforatum L.,ENTITY,155,178
29,24188229,St. John's Wort,ENTITY,180,195
29,24188229,combinations,ENTITY,205,217
29,24188229,placebo,ENTITY,223,230
29,24188229,menopausal,ENTITY,235,245
29,24188229,women,ENTITY,246,251
30,33964648,Evaluation,ENTITY,0,10
30,33964648,chemopreventive effects,ENTITY,18,41
30,33964648,Hypericum perforatum L,ENTITY,45,67
30,33964648,DMBA-applied,ENTITY,71,83
30,33964648,rat,ENTITY,84,87
30,33964648,oral mucosa,ENTITY,88,99
30,33964648,Hypericum perforatum L,ENTITY,101,123
30,33964648,St. John's wort,ENTITY,138,153
30,33964648,organism,ENTITY,206,214
30,33964648,antioxidant,ENTITY,229,240
30,33964648,anticancer activities,ENTITY,245,266
30,33964648,antiproliferative,ENTITY,299,316
30,33964648,cytotoxic effects,ENTITY,321,338
30,33964648,cancer cell lines,ENTITY,355,372
30,33964648,study,ENTITY,394,399
30,33964648,investigate,ENTITY,407,418
30,33964648,effects,ENTITY,423,430
30,33964648,Hypericum perforatum L,ENTITY,434,456
30,33964648,rat,ENTITY,499,502
30,33964648,oral squamous cell carcinoma model,ENTITY,503,537
31,30970623,DNA Authentication,ENTITY,0,18
31,30970623,St John's Wort,ENTITY,22,36
31,30970623,Hypericum perforatum L.,ENTITY,38,61
31,30970623,Products,ENTITY,74,82
31,30970623,Targeting,ENTITY,83,92
31,30970623,ITS Region,ENTITY,97,107
31,30970623,potential,ENTITY,131,140
31,30970623,DNA barcoding methods,ENTITY,156,177
31,30970623,medicinal plant materials,ENTITY,198,223
31,30970623,testing,ENTITY,250,257
31,30970623,PCR test,ENTITY,311,319
31,30970623,targeting,ENTITY,320,329
31,30970623,species-specific sequences,ENTITY,330,356
31,30970623,nuclear ribosomal internal transcribed spacer,ENTITY,368,413
31,30970623,Hypericum perforatum L. material,ENTITY,489,521
31,30970623,DNA,ENTITY,523,526
31,30970623,amount,ENTITY,547,553
31,30970623,extent,ENTITY,558,564
31,30970623,fragmentation,ENTITY,568,581
31,30970623,detected,ENTITY,586,594
31,30970623,product types,ENTITY,610,623
31,30970623,assays,ENTITY,629,635
31,30970623,DNA,ENTITY,674,677
31,30970623,curated database,ENTITY,686,702
31,30970623,Hypericum ITS sequences,ENTITY,715,738
31,30970623,qPCR assay,ENTITY,742,752
31,30970623,species-specific primer pair,ENTITY,764,792
31,30970623,ITS1,ENTITY,806,810
31,30970623,ITS2 regions,ENTITY,815,827
31,30970623,synthetic DNA reference standards,ENTITY,835,868
31,30970623,DNA quantitation,ENTITY,873,889
31,30970623,Next Generation Sequencing,ENTITY,896,922
31,30970623,targeting,ENTITY,946,955
31,30970623,ITS1,ENTITY,960,964
31,30970623,ITS2,ENTITY,969,973
31,30970623,assays,ENTITY,1002,1008
31,30970623,detect,ENTITY,1012,1018
31,30970623,H. perforatum,ENTITY,1019,1032
31,30970623,DNA sequences,ENTITY,1033,1046
31,30970623,processed,ENTITY,1050,1059
31,30970623,medicines,ENTITY,1060,1069
31,30970623,investigated,ENTITY,1074,1086
31,30970623,matrices,ENTITY,1112,1120
31,30970623,tested,ENTITY,1121,1127
31,30970623,assays,ENTITY,1134,1140
31,30970623,H. perforatum,ENTITY,1150,1163
31,30970623,samples,ENTITY,1176,1183
31,30970623,ITS copies,ENTITY,1203,1213
31,30970623,DNA extract,ENTITY,1219,1230
31,30970623,qPCR assay,ENTITY,1243,1253
31,30970623,detect,ENTITY,1271,1277
31,30970623,lower,ENTITY,1278,1283
31,30970623,levels,ENTITY,1284,1290
31,30970623,DNA,ENTITY,1294,1297
31,30970623,samples,ENTITY,1313,1320
31,30970623,NGS assay,ENTITY,1326,1335
31,30970623,H. perforatum,ENTITY,1351,1364
31,30970623,species,ENTITY,1379,1386
31,30970623,positive samples,ENTITY,1399,1415
31,30970623,trace,ENTITY,1424,1429
31,30970623,contaminants,ENTITY,1430,1442
31,30970623,detected,ENTITY,1453,1461
32,33081197,Biochemical,ENTITY,4,15
32,33081197,Genetic Basis,ENTITY,20,33
32,33081197,Biosynthesis,ENTITY,42,54
32,33081197,Bioactive Compounds,ENTITY,58,77
32,33081197,Hypericum Perforatum L.,ENTITY,81,104
32,33081197,Medicinal Crops,ENTITY,125,140
32,33081197,Europe,ENTITY,144,150
32,33081197,Hypericum perforatum L.,ENTITY,152,175
32,33081197,Saint John's Wort,ENTITY,194,211
32,33081197,SJW,ENTITY,213,216
32,33081197,medicinal plant,ENTITY,235,250
32,33081197,years,ENTITY,289,294
32,33081197,H. perforatum,ENTITY,305,318
32,33081197,bioactive compounds,ENTITY,336,355
32,33081197,molecules,ENTITY,396,405
32,33081197,relevant,ENTITY,413,421
32,33081197,pharmaceutical industry,ENTITY,430,453
32,33081197,prenylated,ENTITY,459,469
32,33081197,phloroglucinol,ENTITY,470,484
32,33081197,hyperforin,ENTITY,485,495
32,33081197,naphtodianthrone,ENTITY,504,520
32,33081197,hypericin,ENTITY,521,530
32,33081197,functions,ENTITY,542,551
32,33081197,natural antidepressant,ENTITY,557,579
32,33081197,anticancer drug,ENTITY,623,638
32,33081197,compound,ENTITY,655,663
32,33081197,treatment,ENTITY,672,681
32,33081197,Alzheimer's disease,ENTITY,685,704
32,33081197,antidepressant activity,ENTITY,716,739
32,33081197,SJW,ENTITY,743,746
32,33081197,extracts,ENTITY,747,755
32,33081197,industry,ENTITY,788,796
32,33081197,world,ENTITY,808,813
32,33081197,scientific,ENTITY,819,829
32,33081197,biosynthetic pathways,ENTITY,858,879
32,33081197,hyperforin,ENTITY,883,893
32,33081197,hypericin,ENTITY,898,907
32,33081197,medical applications,ENTITY,918,938
32,33081197,processes,ENTITY,984,993
32,33081197,evaluate,ENTITY,998,1006
32,33081197,omics,ENTITY,1055,1060
32,33081197,genome editing,ENTITY,1062,1076
32,33081197,synthetic biology,ENTITY,1082,1099
32,33081197,pharmaceutical,ENTITY,1160,1174
32,33081197,medical industries,ENTITY,1179,1197
33,33596471,In-vitro study,ENTITY,0,14
33,33596471,effect,ENTITY,22,28
33,33596471,Centella asiatica,ENTITY,32,49
33,33596471,cholera,ENTITY,53,60
33,33596471,toxin,ENTITY,61,66
33,33596471,production,ENTITY,67,77
33,33596471,gene expression,ENTITY,86,101
33,33596471,ctxA gene,ENTITY,111,120
33,33596471,Vibrio cholerae,ENTITY,124,139
33,33596471,isolates,ENTITY,140,148
33,33596471,Centella asiatica,ENTITY,150,167
33,33596471,Indian pennywort,ENTITY,180,196
33,33596471,plant,ENTITY,202,207
33,33596471,ethnopharmacological,ENTITY,211,231
33,33596471,Brahmi,ENTITY,262,268
33,33596471,South India,ENTITY,272,283
33,33596471,antimicrobial property,ENTITY,298,320
33,33596471,gut,ENTITY,324,327
33,33596471,treatment,ENTITY,340,349
33,33596471,gut ailments,ENTITY,359,371
33,33596471,Natural anti-virulence drugs,ENTITY,373,401
33,33596471,pathogens,ENTITY,414,423
33,33596471,targeting,ENTITY,436,445
33,33596471,virulence factors,ENTITY,446,463
33,33596471,cell viability,ENTITY,471,485
33,33596471,antibiotics,ENTITY,514,525
33,33596471,drugs,ENTITY,535,540
33,33596471,selection pressure,ENTITY,556,574
33,33596471,resistance,ENTITY,579,589
33,33596471,in-vitro,ENTITY,622,630
33,33596471,experimental study,ENTITY,631,649
33,33596471,effect,ENTITY,676,682
33,33596471,extract,ENTITY,686,693
33,33596471,Centella asiatica(L.) Urb,ENTITY,697,722
33,33596471,cholera toxin,ENTITY,727,740
33,33596471,gene expression,ENTITY,742,757
33,33596471,vibriocidal effect,ENTITY,766,784
33,33596471,standard,ENTITY,793,801
33,33596471,strains,ENTITY,802,809
33,33596471,Vibrio cholerae,ENTITY,813,828
33,33596471,El Tor variant,ENTITY,840,854
33,33596471,N16961,ENTITY,857,863
33,33596471,El Tor),ENTITY,865,872
33,33596471,O395,ENTITY,874,878
33,33596471,clinical strains,ENTITY,907,923
33,33596471,Haitian variant,ENTITY,925,940
34,32101119,Expression,ENTITY,0,10
34,32101119,Escherichia coli,ENTITY,14,30
34,32101119,Heat-Labile Enterotoxin B Subunit,ENTITY,31,64
34,32101119,Centella,ENTITY,68,76
34,32101119,Centella asiatica,ENTITY,78,95
34,32101119,Urban,ENTITY,101,106
34,32101119,Biolistic Transformation,ENTITY,112,136
34,32101119,Heat-Labile enterotoxin B subunit,ENTITY,138,171
34,32101119,LTB,ENTITY,173,176
34,32101119,Escherichia coli,ENTITY,190,206
34,32101119,non-toxic,ENTITY,210,219
34,32101119,protein subunit,ENTITY,220,235
34,32101119,biological properties,ENTITY,251,272
34,32101119,mucosal,ENTITY,288,295
34,32101119,parenteral adjuvant,ENTITY,300,319
34,32101119,induce,ENTITY,330,336
34,32101119,immune response,ENTITY,346,361
34,32101119,co-administered antigens,ENTITY,370,394
35,31286956,effects of,ENTITY,4,14
35,31286956,Centella asiatica,ENTITY,15,32
35,31286956,Urban,ENTITY,38,43
35,31286956,neural differentiation,ENTITY,47,69
35,31286956,human,ENTITY,73,78
35,31286956,mesenchymal stem cells,ENTITY,79,101
35,31286956,in vitro,ENTITY,102,110
